,u,shear,TI,Seed No
20249,16.59491,0.13498,0.10143,20250
20250,16.59558,-0.18662,0.04159,20251
20251,16.59625,0.35478,0.14233,20252
20252,16.59692,0.03647,0.0831,20253
20253,16.5976,0.57782,0.18384,20254
20254,16.59827,0.25626,0.124,20255
20255,16.59894,-0.08805,0.05992,20256
20256,16.59961,0.11464,0.09764,20257
20257,16.60028,0.60381,0.18867,20258
20258,16.60095,0.2823,0.12884,20259
20259,16.60162,-0.00988,0.07446,20260
20260,16.60229,0.50529,0.17034,20261
20261,16.60297,0.21312,0.11596,20262
20262,16.60364,-0.10833,0.05613,20263
20263,16.60431,0.38074,0.14716,20264
20264,16.60498,0.37423,0.14594,20265
20265,16.60565,-0.1799,0.0428,20266
20266,16.60632,0.1285,0.1002,20267
20267,16.60699,0.45964,0.16184,20268
20268,16.60767,-0.0684,0.06355,20269
20269,16.60834,0.26273,0.12519,20270
20270,16.60901,0.57107,0.18259,20271
20271,16.60968,0.01705,0.07945,20272
20272,16.61035,0.63612,0.1947,20273
20273,16.61102,0.08214,0.09156,20274
20274,16.61169,-0.0293,0.07081,20275
20275,16.61237,0.30175,0.13245,20276
20276,16.61304,0.19358,0.11231,20277
20277,16.61371,0.5246,0.17394,20278
20278,16.61438,0.41317,0.15319,20279
20279,16.61505,-0.14068,0.05007,20280
20280,16.61572,-0.14717,0.04885,20281
20281,16.61639,0.34158,0.13986,20282
20282,16.61707,0.43997,0.15818,20283
20283,16.61774,0.14804,0.10382,20284
20284,16.61841,0.24317,0.12153,20285
20285,16.61908,-0.04873,0.06718,20286
20286,16.61975,0.04967,0.0855,20287
20287,16.62042,0.5383,0.17649,20288
20288,16.62109,-0.09504,0.05854,20289
20289,16.62177,0.39356,0.14954,20290
20290,16.62244,0.49192,0.16785,20291
20291,16.62311,0.20008,0.1135,20292
20292,16.62378,0.29518,0.13121,20293
20293,16.62445,0.00336,0.07686,20294
20294,16.62512,0.10172,0.09518,20295
20295,16.62579,0.59021,0.18616,20296
20296,16.62646,0.5837,0.18495,20297
20297,16.62714,0.03021,0.08186,20298
20298,16.62781,-0.08112,0.06111,20299
20299,16.62848,0.24964,0.12272,20300
20300,16.62915,0.14156,0.10259,20301
20301,16.62982,0.47229,0.1642,20302
20302,16.63049,0.36096,0.14346,20303
20303,16.63116,-0.1924,0.04038,20304
20304,16.63184,0.42594,0.15557,20305
20305,16.63251,-0.12737,0.05248,20306
20306,16.63318,0.18057,0.10985,20307
20307,16.63385,0.51122,0.17145,20308
20308,16.63452,-0.01603,0.07322,20309
20309,16.63519,0.3146,0.13482,20310
20310,16.63586,0.62248,0.19218,20311
20311,16.63654,0.06928,0.08911,20312
20312,16.63721,0.06279,0.0879,20313
20313,16.63788,0.55095,0.17886,20314
20314,16.63855,0.23011,0.11907,20315
20315,16.63922,-0.06147,0.06474,20316
20316,16.63989,0.45264,0.16054,20317
20317,16.64056,0.16108,0.10621,20318
20318,16.64124,-0.1597,0.04643,20319
20319,16.64191,0.32836,0.13738,20320
20320,16.64258,0.53055,0.17506,20321
20321,16.64325,0.18707,0.11105,20322
20322,16.64392,-0.13367,0.05127,20323
20323,16.64459,0.40628,0.1519,20324
20324,16.64526,0.08882,0.09273,20325
20325,16.64594,0.62873,0.19336,20326
20326,16.64661,0.30802,0.13358,20327
20327,16.64728,-0.03538,0.06958,20328
20328,16.64795,-0.04187,0.06837,20329
20329,16.64862,0.23657,0.12026,20330
20330,16.64929,0.54423,0.17761,20331
20331,16.64996,0.04339,0.08425,20332
20332,16.65063,0.34777,0.14099,20333
20333,16.65131,-0.15302,0.04764,20334
20334,16.65198,0.1546,0.10498,20335
20335,16.65265,0.43297,0.15687,20336
20336,16.65332,0.21953,0.11708,20337
20337,16.65399,0.49787,0.16897,20338
20338,16.65466,0.38668,0.14824,20339
20339,16.65533,-0.114,0.0549,20340
20340,16.65601,0.60901,0.18969,20341
20341,16.65668,0.10835,0.09635,20342
20342,16.65735,-0.0028,0.07562,20343
20343,16.65802,0.27549,0.12751,20344
20344,16.65869,0.269,0.1263,20345
20345,16.65936,-0.07418,0.06231,20346
20346,16.66003,0.024,0.08061,20347
20347,16.66071,0.56347,0.1812,20348
20348,16.66138,-0.17231,0.04401,20349
20349,16.66205,0.36713,0.14459,20350
20350,16.66272,0.46528,0.16289,20351
20351,16.66339,0.12217,0.09891,20352
20352,16.66406,0.1222,0.09892,20353
20353,16.66473,0.4696,0.1637,20354
20354,16.66541,0.37232,0.14556,20355
20355,16.66608,-0.16959,0.04449,20356
20356,16.66675,0.56683,0.18183,20357
20357,16.66742,0.02495,0.08077,20358
20358,16.66809,-0.0723,0.06263,20359
20359,16.66876,0.27503,0.12741,20360
20360,16.66943,0.28156,0.12863,20361
20361,16.6701,-0.00036,0.07604,20362
20362,16.67078,0.10996,0.09662,20363
20363,16.67145,0.61249,0.19035,20364
20364,16.67212,-0.11065,0.05547,20365
20365,16.67279,0.39185,0.1492,20366
20366,16.67346,0.50214,0.16977,20367
20367,16.67413,0.22027,0.11719,20368
20368,16.6748,0.43676,0.15757,20369
20369,16.67548,0.15491,0.105,20370
20370,16.67615,-0.14979,0.04815,20371
20371,16.67682,0.35259,0.14187,20372
20372,16.67749,0.04464,0.08442,20373
20373,16.67816,0.54698,0.17814,20374
20374,16.67883,0.2423,0.12129,20375
20375,16.6795,-0.03947,0.06872,20376
20376,16.68018,-0.03293,0.06994,20377
20377,16.68085,0.31417,0.1347,20378
20378,16.68152,0.63185,0.19397,20379
20379,16.68219,0.09041,0.09295,20380
20380,16.68286,0.41133,0.15283,20381
20381,16.68353,-0.13006,0.05181,20382
20382,16.6842,0.18759,0.11108,20383
20383,16.68488,0.5346,0.17583,20384
20384,16.68555,0.33291,0.13819,20385
20385,16.68622,-0.15614,0.04693,20386
20386,16.68689,0.16146,0.1062,20387
20387,16.68756,0.45617,0.1612,20388
20388,16.68823,-0.05896,0.06506,20389
20389,16.6889,0.23574,0.12006,20390
20390,16.68958,0.55328,0.17932,20391
20391,16.69025,0.06433,0.08806,20392
20392,16.69092,0.07086,0.08928,20393
20393,16.69159,0.62507,0.19272,20394
20394,16.69226,0.32061,0.13589,20395
20395,16.69293,-0.01319,0.07359,20396
20396,16.6936,0.51484,0.17215,20397
20397,16.69427,0.18106,0.10984,20398
20398,16.69495,-0.12334,0.05302,20399
20399,16.69562,0.43075,0.15645,20400
20400,16.69629,-0.1886,0.04083,20401
20401,16.69696,0.36546,0.14426,20402
20402,16.69763,0.4756,0.16482,20403
20403,16.6983,0.14189,0.10252,20404
20404,16.69897,0.25529,0.12369,20405
20405,16.69965,-0.07839,0.0614,20406
20406,16.70032,0.03176,0.08196,20407
20407,16.70099,0.58568,0.18538,20408
20408,16.70166,0.59219,0.18659,20409
20409,16.70233,0.10356,0.09536,20410
20410,16.703,0.00649,0.07723,20411
20411,16.70367,0.30095,0.13221,20412
20412,16.70435,0.20063,0.11348,20413
20413,16.70502,0.49506,0.16846,20414
20414,16.70569,0.39799,0.15033,20415
20415,16.70636,-0.09053,0.05911,20416
20416,16.70703,0.53988,0.17683,20417
20417,16.7077,0.05139,0.08561,20418
20418,16.70837,-0.04564,0.06748,20419
20419,16.70905,0.24873,0.12246,20420
20420,16.70972,0.14844,0.10373,20421
20421,16.71039,0.44278,0.1587,20422
20422,16.71106,0.34575,0.14057,20423
20423,16.71173,-0.14263,0.04936,20424
20424,16.7124,-0.13609,0.05058,20425
20425,16.71307,0.41747,0.15397,20426
20426,16.71375,0.52752,0.17452,20427
20427,16.71442,0.1941,0.11225,20428
20428,16.71509,0.3074,0.13341,20429
20429,16.71576,-0.02599,0.07113,20430
20430,16.71643,0.08406,0.09169,20431
20431,16.7171,0.63749,0.19507,20432
20432,16.71777,0.01886,0.07951,20433
20433,16.71844,0.57226,0.18288,20434
20434,16.71912,0.26825,0.12609,20435
20435,16.71979,-0.06506,0.06382,20436
20436,16.72046,0.4622,0.16232,20437
20437,16.72113,0.12891,0.10006,20438
20438,16.7218,-0.17504,0.04327,20439
20439,16.72247,0.37824,0.14664,20440
20440,16.72314,0.38475,0.14785,20441
20441,16.72382,-0.1033,0.05667,20442
20442,16.72449,0.21365,0.11588,20443
20443,16.72516,0.50775,0.17083,20444
20444,16.72583,-0.00632,0.07478,20445
20445,16.7265,0.28777,0.12973,20446
20446,16.72717,0.60465,0.18894,20447
20447,16.72784,0.1167,0.09776,20448
20448,16.72852,-0.08449,0.06017,20449
20449,16.72919,0.26169,0.12485,20450
20450,16.72986,0.57853,0.18406,20451
20451,16.73053,0.03852,0.08315,20452
20452,16.7312,0.3586,0.14296,20453
20453,16.73187,-0.18136,0.04205,20454
20454,16.73254,0.13545,0.10126,20455
20455,16.73322,0.48155,0.16594,20456
20456,16.73389,0.48805,0.16715,20457
20457,16.73456,0.20711,0.11465,20458
20458,16.73523,-0.09661,0.05788,20459
20459,16.7359,0.40415,0.15147,20460
20460,16.73657,0.09719,0.0941,20461
20461,16.73724,0.59791,0.18769,20462
20462,16.73792,0.29421,0.13092,20463
20463,16.73859,0.01335,0.07842,20464
20464,16.73926,0.22908,0.11875,20465
20465,16.73993,-0.05176,0.06625,20466
20466,16.7406,0.05814,0.08679,20467
20467,16.74127,0.55874,0.18037,20468
20468,16.74194,-0.16162,0.0457,20469
20469,16.74261,0.33895,0.13928,20470
20470,16.74329,0.44882,0.15982,20471
20471,16.74396,0.16804,0.10733,20472
20472,16.74463,0.17455,0.10854,20473
20473,16.7453,0.52041,0.17321,20474
20474,16.74597,0.42356,0.1551,20475
20475,16.74664,-0.11597,0.05422,20476
20476,16.74731,0.61721,0.19131,20477
20477,16.74799,0.07772,0.09043,20478
20478,16.74866,-0.01911,0.07233,20479
20479,16.74933,0.32669,0.13698,20480
20480,16.75,-0.08823,0.0594,20481
20481,16.75067,0.25754,0.12405,20482
20482,16.75134,0.57563,0.18353,20483
20483,16.75201,0.03626,0.08267,20484
20484,16.75269,0.35434,0.14215,20485
20485,16.75336,-0.18498,0.04129,20486
20486,16.75403,0.13308,0.10077,20487
20487,16.7547,0.47876,0.16542,20488
20488,16.75537,0.48526,0.16664,20489
20489,16.75604,0.20465,0.11416,20490
20490,16.75671,-0.10033,0.05711,20491
20491,16.75739,0.39984,0.15066,20492
20492,16.75806,0.09486,0.09362,20493
20493,16.75873,0.59499,0.18716,20494
20494,16.7594,0.29003,0.13012,20495
20495,16.76007,0.00949,0.07764,20496
20496,16.76074,0.22497,0.11795,20497
20497,16.76141,-0.05554,0.06548,20498
20498,16.76208,0.05585,0.08631,20499
20499,16.76276,0.55587,0.17985,20500
20500,16.76343,-0.16527,0.04494,20501
20501,16.7641,0.33472,0.13847,20502
20502,16.76477,0.44608,0.15931,20503
20503,16.76544,0.16562,0.10684,20504
20504,16.76611,0.17213,0.10805,20505
20505,16.76678,0.51758,0.17269,20506
20506,16.76746,0.41922,0.15428,20507
20507,16.76813,-0.11967,0.05346,20508
20508,16.7688,0.61427,0.19078,20509
20509,16.76947,0.07541,0.08995,20510
20510,16.77014,-0.02292,0.07155,20511
20511,16.77081,0.32247,0.13618,20512
20512,16.77148,0.53619,0.17617,20513
20513,16.77216,0.04942,0.08508,20514
20514,16.77283,-0.04889,0.06669,20515
20515,16.7735,0.24444,0.12158,20516
20516,16.77417,0.14613,0.10318,20517
20517,16.77484,0.43944,0.15806,20518
20518,16.77551,0.34112,0.13967,20519
20519,16.77618,-0.14553,0.04859,20520
20520,16.77686,-0.13902,0.04981,20521
20521,16.77753,0.41259,0.15304,20522
20522,16.7782,0.52387,0.17387,20523
20523,16.77887,0.19163,0.11168,20524
20524,16.77954,0.30291,0.13251,20525
20525,16.78021,-0.0293,0.07033,20526
20526,16.78088,0.08197,0.09116,20527
20527,16.78156,0.63346,0.19438,20528
20528,16.78223,0.01701,0.07899,20529
20529,16.7829,0.56846,0.18221,20530
20530,16.78357,0.2639,0.1252,20531
20531,16.78424,-0.06824,0.06303,20532
20532,16.78491,0.45878,0.16168,20533
20533,16.78558,0.12666,0.09951,20534
20534,16.78625,-0.17783,0.04251,20535
20535,16.78693,0.3735,0.14572,20536
20536,16.7876,0.37999,0.14693,20537
20537,16.78827,-0.10634,0.05588,20538
20538,16.78894,0.21111,0.11531,20539
20539,16.78961,0.50418,0.17018,20540
20540,16.79028,-0.00971,0.07397,20541
20541,16.79095,0.28335,0.12884,20542
20542,16.79163,0.60074,0.18826,20543
20543,16.7923,0.1145,0.09722,20544
20544,16.79297,0.32798,0.13719,20545
20545,16.79364,-0.15821,0.04615,20546
20546,16.79431,0.15915,0.10558,20547
20547,16.79498,0.45214,0.16044,20548
20548,16.79565,-0.06159,0.06424,20549
20549,16.79633,0.23138,0.1191,20550
20550,16.797,0.54868,0.17852,20551
20551,16.79767,0.06259,0.08749,20552
20552,16.79834,0.06909,0.0887,20553
20553,16.79901,0.62005,0.19189,20554
20554,16.79968,0.31576,0.1349,20555
20555,16.80035,-0.01609,0.07275,20556
20556,16.80103,0.51047,0.17136,20557
20557,16.8017,0.17863,0.10921,20558
20558,16.80237,-0.12559,0.05223,20559
20559,16.80304,0.42525,0.1554,20560
20560,16.80371,-0.19047,0.04008,20561
20561,16.80438,0.36034,0.14325,20562
20562,16.80505,0.47146,0.16406,20563
20563,16.80573,0.1397,0.10192,20564
20564,16.8064,0.25082,0.12273,20565
20565,16.80707,-0.0809,0.06059,20566
20566,16.80774,0.03021,0.0814,20567
20567,16.80841,0.58089,0.18456,20568
20568,16.80908,0.58737,0.18577,20569
20569,16.80975,0.10159,0.09477,20570
20570,16.81042,0.00348,0.07639,20571
20571,16.8111,0.29621,0.13123,20572
20572,16.81177,0.1981,0.11284,20573
20573,16.81244,0.4908,0.16768,20574
20574,16.81311,0.39269,0.1493,20575
20575,16.81378,-0.09297,0.0583,20576
20576,16.81445,0.12026,0.09826,20577
20577,16.81512,0.46481,0.16282,20578
20578,16.8158,0.36671,0.14443,20579
20579,16.81647,-0.17075,0.04372,20580
20580,16.81714,0.56125,0.18089,20581
20581,16.81781,0.02381,0.08018,20582
20582,16.81848,-0.07426,0.0618,20583
20583,16.81915,0.27022,0.12635,20584
20584,16.81982,0.27671,0.12756,20585
20585,16.8205,-0.00291,0.07516,20586
20586,16.82117,0.10813,0.09597,20587
20587,16.82184,0.60653,0.18938,20588
20588,16.82251,-0.11229,0.05466,20589
20589,16.82318,0.38609,0.14806,20590
20590,16.82385,0.49709,0.16887,20591
20591,16.82452,0.21753,0.11647,20592
20592,16.8252,0.43225,0.15671,20593
20593,16.82587,0.15271,0.10432,20594
20594,16.82654,-0.15112,0.04737,20595
20595,16.82721,0.34716,0.14076,20596
20596,16.82788,0.04334,0.08381,20597
20597,16.82855,0.54157,0.1772,20598
20598,16.82922,0.23777,0.12026,20599
20599,16.8299,-0.0417,0.06787,20600
20600,16.83057,-0.03521,0.06908,20601
20601,16.83124,0.30905,0.13361,20602
20602,16.83191,0.62574,0.19299,20603
20603,16.83258,0.08873,0.09231,20604
20604,16.83325,0.40541,0.15168,20605
20605,16.83392,-0.13155,0.05101,20606
20606,16.83459,0.18512,0.11038,20607
20607,16.83527,0.52929,0.17491,20608
20608,16.83594,0.5293,0.17491,20609
20609,16.83661,0.18943,0.11118,20610
20610,16.83728,-0.12632,0.05198,20611
20611,16.83795,0.40795,0.15216,20612
20612,16.83862,0.09222,0.09295,20613
20613,16.83929,0.62644,0.19313,20614
20614,16.83997,0.31072,0.13392,20615
20615,16.84064,-0.02907,0.0702,20616
20616,16.84131,-0.03548,0.069,20617
20617,16.84198,0.24003,0.12066,20618
20618,16.84265,0.54283,0.17745,20619
20619,16.84332,0.04726,0.08451,20620
20620,16.84399,0.35005,0.14129,20621
20621,16.84467,-0.14547,0.04836,20622
20622,16.84534,0.1573,0.10514,20623
20623,16.84601,0.43275,0.1568,20624
20624,16.84668,0.22155,0.11719,20625
20625,16.84735,0.49697,0.16885,20626
20626,16.84802,0.38856,0.14851,20627
20627,16.84869,-0.10686,0.05559,20628
20628,16.84937,0.60693,0.18948,20629
20629,16.85004,0.11154,0.09655,20630
20630,16.85071,0.00316,0.07622,20631
20631,16.85138,0.27853,0.12787,20632
20632,16.85205,0.27211,0.12667,20633
20633,16.85272,-0.06746,0.06297,20634
20634,16.85339,0.02807,0.08089,20635
20635,16.85406,0.56187,0.18103,20636
20636,16.85474,-0.16456,0.04474,20637
20637,16.85541,0.36921,0.14488,20638
20638,16.85608,0.46471,0.1628,20639
20639,16.85675,0.12521,0.0991,20640
20640,16.85742,-0.08746,0.0592,20641
20641,16.85809,0.39486,0.14969,20642
20642,16.85876,0.49035,0.16761,20643
20643,16.85944,0.20226,0.11355,20644
20644,16.86011,0.29774,0.13147,20645
20645,16.86078,0.00968,0.07742,20646
20646,16.86145,0.10517,0.09533,20647
20647,16.86212,0.58738,0.18582,20648
20648,16.86279,0.58095,0.18461,20649
20649,16.86346,0.03457,0.08208,20650
20650,16.86414,-0.07372,0.06176,20651
20651,16.86481,0.25279,0.12303,20652
20652,16.86548,0.14449,0.1027,20653
20653,16.86615,0.47097,0.16398,20654
20654,16.86682,0.36268,0.14365,20655
20655,16.86749,-0.18357,0.04113,20656
20656,16.86816,0.42683,0.15569,20657
20657,16.86884,-0.11938,0.05317,20658
20658,16.86951,0.183,0.10992,20659
20659,16.87018,0.50941,0.17119,20660
20660,16.87085,-0.00947,0.07379,20661
20661,16.87152,0.31692,0.13506,20662
20662,16.87219,0.61924,0.19181,20663
20663,16.87286,0.07314,0.0893,20664
20664,16.87354,0.06673,0.08809,20665
20665,16.87421,0.54863,0.17855,20666
20666,16.87488,0.23351,0.1194,20667
20667,16.87555,-0.05432,0.06536,20668
20668,16.87622,0.45157,0.16033,20669
20669,16.87689,0.16376,0.1063,20670
20670,16.87756,-0.1513,0.04715,20671
20671,16.87823,0.3305,0.1376,20672
20672,16.87891,0.11806,0.09772,20673
20673,16.87958,0.59982,0.18817,20674
20674,16.88025,0.28479,0.12902,20675
20675,16.88092,-0.00296,0.07499,20676
20676,16.88159,0.50279,0.16995,20677
20677,16.88226,0.21506,0.11592,20678
20678,16.88293,-0.09991,0.05678,20679
20679,16.88361,0.38175,0.14722,20680
20680,16.88428,0.37533,0.14602,20681
20681,16.88495,-0.1704,0.04354,20682
20682,16.88562,0.13171,0.10027,20683
20683,16.88629,0.45784,0.16151,20684
20684,16.88696,-0.06059,0.06415,20685
20685,16.88763,0.26552,0.12539,20686
20686,16.88831,0.56758,0.18212,20687
20687,16.88898,0.02196,0.07965,20688
20688,16.88965,0.63164,0.19415,20689
20689,16.89032,0.08606,0.09168,20690
20690,16.89099,-0.02208,0.07137,20691
20691,16.89166,0.30395,0.13261,20692
20692,16.89233,0.19581,0.11229,20693
20693,16.89301,0.52182,0.17353,20694
20694,16.89368,0.41368,0.15322,20695
20695,16.89435,-0.13178,0.05076,20696
20696,16.89502,-0.13817,0.04955,20697
20697,16.89569,0.34317,0.13997,20698
20698,16.89636,0.43847,0.15787,20699
20699,16.89703,0.15096,0.10386,20700
20700,16.89771,0.24626,0.12176,20701
20701,16.89838,-0.04122,0.06776,20702
20702,16.89905,0.05407,0.08566,20703
20703,16.89972,0.53531,0.17607,20704
20704,16.90039,0.32311,0.1362,20705
20705,16.90106,-0.01557,0.07257,20706
20706,16.90173,0.07971,0.09047,20707
20707,16.9024,0.61211,0.1905,20708
20708,16.90308,-0.11242,0.05436,20709
20709,16.90375,0.41995,0.15439,20710
20710,16.90442,0.5152,0.17229,20711
20711,16.90509,0.17659,0.10866,20712
20712,16.90576,0.17019,0.10746,20713
20713,16.90643,0.44473,0.15905,20714
20714,16.9071,0.33667,0.13874,20715
20715,16.90778,-0.15716,0.04594,20716
20716,16.90845,0.55435,0.17965,20717
20717,16.90912,0.06055,0.08685,20718
20718,16.90979,-0.04748,0.06655,20719
20719,16.91046,0.22701,0.11813,20720
20720,16.91113,0.01655,0.07858,20721
20721,16.9118,0.29102,0.13016,20722
20722,16.91248,0.59268,0.18685,20723
20723,16.91315,0.09898,0.09406,20724
20724,16.91382,0.40062,0.15076,20725
20725,16.91449,-0.09303,0.05797,20726
20726,16.91516,0.2086,0.11466,20727
20727,16.91583,0.483,0.16624,20728
20728,16.9165,0.47659,0.16504,20729
20729,16.91718,0.1382,0.10143,20730
20730,16.91785,-0.17618,0.04233,20731
20731,16.91852,0.35577,0.14233,20732
20732,16.91919,0.04141,0.08323,20733
20733,16.91986,0.57332,0.18322,20734
20734,16.92053,0.25897,0.12413,20735
20735,16.9212,-0.07933,0.06052,20736
20736,16.92188,0.2547,0.12332,20737
20737,16.92255,-0.08358,0.05972,20738
20738,16.92322,0.03889,0.08274,20739
20739,16.92389,0.57067,0.18273,20740
20740,16.92456,-0.18031,0.04153,20741
20741,16.92523,0.35144,0.14151,20742
20742,16.9259,0.47388,0.16453,20743
20743,16.92657,0.13566,0.10093,20744
20744,16.92725,0.20632,0.11422,20745
20745,16.92792,0.48054,0.16578,20746
20746,16.92859,0.39669,0.15001,20747
20747,16.92926,-0.09658,0.05726,20748
20748,16.92993,0.59003,0.18637,20749
20749,16.9306,0.0968,0.09362,20750
20750,16.93127,0.01297,0.07785,20751
20751,16.93195,0.28714,0.12941,20752
20752,16.93262,-0.05146,0.06573,20753
20753,16.93329,0.22269,0.11729,20754
20754,16.93396,0.55128,0.17909,20755
20755,16.93463,0.05815,0.08634,20756
20756,16.9353,0.33217,0.13788,20757
20757,16.93597,-0.16091,0.04514,20758
20758,16.93665,0.16765,0.10693,20759
20759,16.93732,0.44173,0.15848,20760
20760,16.93799,0.51234,0.17176,20761
20761,16.93866,0.17434,0.10819,20762
20762,16.93933,-0.1156,0.05365,20763
20763,16.94,0.41573,0.15359,20764
20764,16.94067,0.07767,0.09,20765
20765,16.94135,0.60895,0.18994,20766
20766,16.94202,0.31903,0.1354,20767
20767,16.94269,-0.01888,0.07183,20768
20768,16.94336,0.05172,0.08511,20769
20769,16.94403,0.53181,0.17543,20770
20770,16.9447,0.24193,0.12089,20771
20771,16.94537,-0.04481,0.06694,20772
20772,16.94604,0.43512,0.15724,20773
20773,16.94672,0.14839,0.10329,20774
20774,16.94739,-0.14143,0.04876,20775
20775,16.94806,0.33856,0.13907,20776
20776,16.94873,0.40913,0.15235,20777
20777,16.9494,-0.1347,0.05002,20778
20778,16.95007,0.19361,0.11179,20779
20779,16.95074,0.5186,0.17295,20780
20780,16.95142,-0.02528,0.0706,20781
20781,16.95209,0.2997,0.13175,20782
20782,16.95276,0.62795,0.19353,20783
20783,16.95343,0.08423,0.0912,20784
20784,16.9541,0.56355,0.18141,20785
20785,16.95477,0.01987,0.07909,20786
20786,16.95544,-0.06385,0.06333,20787
20787,16.95612,0.26105,0.12448,20788
20788,16.95679,0.12925,0.09967,20789
20789,16.95746,0.45412,0.16081,20790
20790,16.95813,0.3704,0.14506,20791
20791,16.9588,-0.17316,0.04275,20792
20792,16.95947,-0.10261,0.05602,20793
20793,16.96014,0.37706,0.14631,20794
20794,16.96082,0.49927,0.16931,20795
20795,16.96149,0.21276,0.11538,20796
20796,16.96216,0.28048,0.12813,20797
20797,16.96283,-0.006,0.0742,20798
20798,16.9635,0.1162,0.0972,20799
20799,16.96417,0.59576,0.18748,20800
20800,16.96484,-0.15399,0.04633,20801
20801,16.96552,0.32554,0.13661,20802
20802,16.96619,0.44771,0.15961,20803
20803,16.96686,0.16129,0.10568,20804
20804,16.96753,0.22899,0.11843,20805
20805,16.9682,-0.0574,0.06451,20806
20806,16.96887,0.06476,0.08751,20807
20807,16.96954,0.54419,0.17777,20808
20808,16.97021,0.61467,0.19104,20809
20809,16.97089,0.07146,0.08876,20810
20810,16.97156,-0.01219,0.07301,20811
20811,16.97223,0.31243,0.13413,20812
20812,16.9729,0.18074,0.10934,20813
20813,16.97357,0.50533,0.17046,20814
20814,16.97424,0.42168,0.1547,20815
20815,16.97491,-0.12141,0.05243,20816
20816,16.97559,0.35736,0.14259,20817
20817,16.97626,-0.18568,0.04033,20818
20818,16.97693,0.14216,0.10206,20819
20819,16.9776,0.46668,0.16318,20820
20820,16.97827,-0.07641,0.0609,20821
20821,16.97894,0.2481,0.12201,20822
20822,16.97961,0.57588,0.18375,20823
20823,16.98029,0.03295,0.08149,20824
20824,16.98096,0.10341,0.09476,20825
20825,16.98163,0.58252,0.185,20826
20826,16.9823,0.29323,0.13051,20827
20827,16.98297,0.00706,0.07661,20828
20828,16.98364,0.48602,0.16682,20829
20829,16.98431,0.19987,0.11292,20830
20830,16.98499,-0.08937,0.05844,20831
20831,16.98566,0.38965,0.14867,20832
20832,16.98633,0.46007,0.16194,20833
20833,16.987,0.12296,0.09843,20834
20834,16.98767,-0.16623,0.04395,20835
20835,16.98834,0.36372,0.14378,20836
20836,16.98901,0.02654,0.08026,20837
20837,16.98969,0.55644,0.18009,20838
20838,16.99036,0.26728,0.12561,20839
20839,16.99103,-0.06975,0.06211,20840
20840,16.9917,0.00067,0.07538,20841
20841,16.99237,0.27395,0.12687,20842
20842,16.99304,0.60149,0.18858,20843
20843,16.99371,0.10993,0.09596,20844
20844,16.99438,0.38308,0.14743,20845
20845,16.99506,-0.10844,0.05481,20846
20846,16.99573,0.21907,0.11652,20847
20847,16.9964,0.49228,0.16801,20848
20848,16.99707,0.15485,0.10442,20849
20849,16.99774,0.42804,0.1559,20850
20850,16.99841,0.3445,0.14016,20851
20851,16.99908,-0.1469,0.04755,20852
20852,16.99976,0.53713,0.17646,20853
20853,17.00043,0.04575,0.08385,20854
20854,17.0011,-0.03776,0.06811,20855
20855,17.00177,0.23538,0.11959,20856
20856,17.00244,0.30575,0.13285,20857
20857,17.00311,-0.03107,0.06937,20858
20858,17.00378,0.09086,0.09235,20859
20859,17.00446,0.62034,0.19215,20860
20860,17.00513,-0.12739,0.05121,20861
20861,17.0058,0.40206,0.151,20862
20862,17.00647,0.52396,0.17398,20863
20863,17.00714,0.18721,0.1105,20864
20864,17.00781,0.18723,0.1105,20865
20865,17.00848,0.52819,0.17478,20866
20866,17.00916,0.40714,0.15196,20867
20867,17.00983,-0.12474,0.05169,20868
20868,17.0105,0.62362,0.19277,20869
20869,17.01117,0.09177,0.0925,20870
20870,17.01184,-0.02925,0.06969,20871
20871,17.01251,0.31165,0.13395,20872
20872,17.01318,0.24136,0.1207,20873
20873,17.01385,-0.03534,0.06853,20874
20874,17.01453,0.04738,0.08412,20875
20875,17.0152,0.5406,0.17712,20876
20876,17.01587,-0.14359,0.04811,20877
20877,17.01654,0.34961,0.14111,20878
20878,17.01721,0.4323,0.1567,20879
20879,17.01788,0.15565,0.10453,20880
20880,17.01855,0.49593,0.1687,20881
20881,17.01923,0.2193,0.11653,20882
20882,17.0199,-0.10533,0.05532,20883
20883,17.02057,0.38776,0.1483,20884
20884,17.02124,0.11106,0.09612,20885
20885,17.02191,0.60411,0.1891,20886
20886,17.02258,0.27951,0.12789,20887
20887,17.02325,0.00295,0.07572,20888
20888,17.02393,-0.06729,0.06248,20889
20889,17.0246,0.27339,0.12673,20890
20890,17.02527,0.55964,0.18072,20891
20891,17.02594,0.02822,0.08049,20892
20892,17.02661,0.36876,0.14471,20893
20893,17.02728,-0.16262,0.04448,20894
20894,17.02795,0.12361,0.09847,20895
20895,17.02863,0.46421,0.16272,20896
20896,17.0293,0.39397,0.14947,20897
20897,17.02997,-0.08604,0.05892,20898
20898,17.03064,0.20015,0.11291,20899
20899,17.03131,0.48941,0.16747,20900
20900,17.03198,0.00934,0.07691,20901
20901,17.03265,0.29859,0.13147,20902
20902,17.03333,0.58472,0.18545,20903
20903,17.034,0.1048,0.09491,20904
20904,17.03467,0.0346,0.08167,20905
20905,17.03534,0.57857,0.1843,20906
20906,17.03601,0.2542,0.1231,20907
20907,17.03668,-0.07343,0.06128,20908
